place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJEQ6D9pRYwokRS-qUAZyIb6k,Bemelmans Bar,,,728,4.3,"Name: The Penrose Bar
Link: https://www.google.com/maps/search/The+Penrose+Bar/@40.7754985,-73.9532816?authuser=0&hl=es&entry=ttu
Reviews: 2268 reviews

Name: The Bar Room
Link: https://www.google.com/maps/search/The+Bar+Room/@40.763318999999996,-73.968502?authuser=0&hl=es&entry=ttu
Reviews: 1164 reviews

Name: Brandy's Piano Bar
Link: https://www.google.com/maps/search/Brandy's+Piano+Bar/@40.777125999999996,-73.9534479?authuser=0&hl=es&entry=ttu
Reviews: 543 reviews

Name: Melody's Piano Bar
Link: https://www.google.com/maps/search/Melody%E2%80%99s+Piano+Bar/@40.771033599999996,-73.9619506?authuser=0&hl=es&entry=ttu
Reviews: 227 reviews",https://www.rosewoodhotels.com/en/the-carlyle-new-york/dining/bemelmans-bar,+1 212-744-1600,,Bemelmans Bar (propietario),https://www.google.com/maps/contrib/102416431839315290607,https://lh3.ggpht.com/p/AF1QipMN1G24lVYByigjFs8HM_dugs4bZD-ohVCAf0vD=s1024,Bar,Bar,12:00-0:30,,Open All Days,"35 E 76th St, New York, NY 10021, Estados Unidos","piano, martini, hotel, mural, cargo de cobertura, escuela, gentio, manhattan, ilustraciones, codigo de vestimenta",https://www.google.com/maps/place/Bemelmans+Bar/data=!4m7!3m6!1s0x89c25894f6830e11:0xa96f889c0194ea4b!8m2!3d40.774416!4d-73.9631559!16s%2Fg%2F1tsjfkbp!19sChIJEQ6D9pRYwokRS-qUAZyIb6k?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJ_88i0VBYwokRhaeqc_63mHU,Hibernia Bar,"Voted the #1 Steelers Bar in NYC, Hibernia Bar is an Irish Pub & Sports Bar located in the heart of Hell's Kitchen, an iconic neighborhood of New York City. We have multiple TV's making it so there's not a bad seat in the house. Don't miss out on our weekday happy hour from 4pm - 6pm.",,691,4.6,"Name: Jimmy's Corner
Link: https://www.google.com/maps/search/Jimmy's+Corner/@40.756729899999996,-73.9847643?authuser=0&hl=es&entry=ttu
Reviews: 1982 reviews

Name: Haswell Green's
Link: https://www.google.com/maps/search/Haswell+Green's/@40.762969,-73.98422?authuser=0&hl=es&entry=ttu
Reviews: 1715 reviews

Name: The Brazen Tavern
Link: https://www.google.com/maps/search/The+Brazen+Tavern/@40.7593418,-73.9912901?authuser=0&hl=es&entry=ttu
Reviews: 925 reviews

Name: all & sundry
Link: https://www.google.com/maps/search/all+%26+sundry/@40.767544400000006,-73.9832993?authuser=0&hl=es&entry=ttu
Reviews: 260 reviews

Name: Bar 58
Link: https://www.google.com/maps/search/Bar+58/@40.7702236,-73.98976019999999?authuser=0&hl=es&entry=ttu
Reviews: 14 reviews",https://hiberniabar.com/,+1 212-969-9703,,Hibernia Bar (propietario),https://www.google.com/maps/contrib/102441093622222822159,https://lh3.ggpht.com/p/AF1QipM-pzy9KIbT0yVY00HwMjnubkrBZQen7s0-Y3rs=s1024,Pub irlandes,"Pub irlandes, Bar, Pub, Bar deportivo",16:00-3:00,,Open All Days,"401 W 50th St, New York, NY 10019, Estados Unidos","juegos, deporte, alitas de pollo, fan, paredes, relojes, gentio, cumpleanos, cerveza de barril, sandwich de pollo",https://www.google.com/maps/place/Hibernia+Bar/data=!4m7!3m6!1s0x89c25850d122cfff:0x7598b7fe73aaa785!8m2!3d40.7637748!4d-73.9893261!16s%2Fg%2F1wv_t3kb!19sChIJ_88i0VBYwokRhaeqc_63mHU?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJRXHwO6pZwokRpckWjQ7e5o0,Top of the Strand Rooftop Bar,"Intimate rooftop lounge at the Marriott Vacation Club Pulse, New York City featuring dramatic views, cocktails & retractable roof.",,687,4.4,"Name: Refinery Rooftop
Link: https://www.google.com/maps/search/Refinery+Rooftop/@40.7526164,-73.9852828?authuser=0&hl=es&entry=ttu
Reviews: 3183 reviews

Name: The Skylark - Rooftop Bar
Link: https://www.google.com/maps/search/The+Skylark+-+Rooftop+Bar/@40.754188899999995,-73.9888567?authuser=0&hl=es&entry=ttu
Reviews: 1838 reviews

Name: Spyglass Rooftop Bar
Link: https://www.google.com/maps/search/Spyglass+Rooftop+Bar/@40.7519694,-73.9848404?authuser=0&hl=es&entry=ttu
Reviews: 795 reviews

Name: Sandbar Rooftop
Link: https://www.google.com/maps/search/Sandbar+Rooftop/@40.7455564,-73.9937483?authuser=0&hl=es&entry=ttu
Reviews: 399 reviews

Name: Rooftop Bars NYC
Link: https://www.google.com/maps/search/Rooftop+Bars+NYC/@40.7442419,-73.9886085?authuser=0&hl=es&entry=ttu
Reviews: 113 reviews",https://www.topofthestrand.com/,+1 646-368-7032,,Top of the Strand Rooftop Bar (propietario),https://www.google.com/maps/contrib/101064915614182630512,https://lh3.ggpht.com/p/AF1QipMZhndLC4PbmkLH2490w6SkMi4b0g9FatypypwX=s1024,Bar,"Bar, Cocteleria, Lounge",17:00-23:00,,"lunes, martes, domingo","33 W 37th St, New York, NY 10018, Estados Unidos","empire state, cocktail, vista, hotel, gentio, piso, espacio, the view, happy hour, llover",https://www.google.com/maps/place/Top+of+the+Strand+Rooftop+Bar/data=!4m7!3m6!1s0x89c259aa3bf07145:0x8de6de0e8d16c9a5!8m2!3d40.751248!4d-73.984873!16s%2Fg%2F119w_ytwj!19sChIJRXHwO6pZwokRpckWjQ7e5o0?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJJ1ZxtlJYwokRU2Ysk8JPqgM,Blue Ruin Bar,"Dive Bar, Pool Table, Rock Jukebox",,663,4.4,"Name: Rudy's Bar & Grill
Link: https://www.google.com/maps/search/Rudy's+Bar+%26+Grill/@40.7600309,-73.99179509999999?authuser=0&hl=es&entry=ttu
Reviews: 5412 reviews

Name: Jimmy's Corner
Link: https://www.google.com/maps/search/Jimmy's+Corner/@40.756729899999996,-73.9847643?authuser=0&hl=es&entry=ttu
Reviews: 1982 reviews

Name: Walter's Bar
Link: https://www.google.com/maps/search/Walter's+Bar/@40.7493438,-73.9958472?authuser=0&hl=es&entry=ttu
Reviews: 473 reviews

Name: Strangelove Bar Nyc
Link: https://www.google.com/maps/search/Strangelove+Bar+Nyc/@40.757361599999996,-73.9681035?authuser=0&hl=es&entry=ttu
Reviews: 165 reviews

Name: Local 42 Bar
Link: https://www.google.com/maps/search/Local+42+Bar/@40.7580227,-73.9927405?authuser=0&hl=es&entry=ttu
Reviews: 119 reviews",,+1 917-346-7043,,Blue Ruin Bar (propietario),https://www.google.com/maps/contrib/116530491543753984590,https://lh3.ggpht.com/p/AF1QipNOlcwFQGgO1HhWcRJaCFKIngpjq_l3IG23UMIy=s1024,Bar,Bar,12:00-4:00,,Open All Days,"538 9th Ave, New York, NY 10018, Estados Unidos","precio, rock, mesas de billar, rocola, atmosfera, happy hour, gentio, whisky, pareja, times square",https://www.google.com/maps/place/Blue+Ruin+Bar/data=!4m7!3m6!1s0x89c25852b6715627:0x3aa4fc2932c6653!8m2!3d40.7568773!4d-73.9934364!16s%2Fg%2F1twy_gb2!19sChIJJ1ZxtlJYwokRU2Ysk8JPqgM?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJYYa4bIRZwokRfF05m4Pogfw,BAR GOTO,"BAR GOTO is an award-winning New York City cocktail bar from owner-bartender Kenta Goto. Visit us at two locations, Bar Goto in the Lower East Side & sister bar, Bar Goto Niban, in Brooklyn.

With a focus on exceptional Japanese-inflected cocktails and bar food, the menu features a Japanese take on modern and classic cocktails, whisky, shochu and sake, and bar snacks including okonomiyaki and our famous miso wings and kombu celery.",,652,4.6,"Name: Death & Co East Village
Link: https://www.google.com/maps/search/Death+%26+Co+East+Village/@40.725919999999995,-73.9846452?authuser=0&hl=es&entry=ttu
Reviews: 1956 reviews

Name: Attaboy
Link: https://www.google.com/maps/search/Attaboy/@40.718882,-73.99137999999999?authuser=0&hl=es&entry=ttu
Reviews: 1738 reviews

Name: Bar Moga
Link: https://www.google.com/maps/search/Bar+Moga/@40.727819499999995,-74.0010896?authuser=0&hl=es&entry=ttu
Reviews: 737 reviews

Name: Bar Belly
Link: https://www.google.com/maps/search/Bar+Belly/@40.7151381,-73.9916374?authuser=0&hl=es&entry=ttu
Reviews: 667 reviews

Name: Subject: A Cocktail Bar
Link: https://www.google.com/maps/search/Subject%3A+A+Cocktail+Bar/@40.721441,-73.98473570000002?authuser=0&hl=es&entry=ttu
Reviews: 368 reviews",https://www.bargoto.com/,,,BAR GOTO (propietario),https://www.google.com/maps/contrib/103973110838383059575,https://lh3.ggpht.com/p/AF1QipMWIpy_iSGUFVIEkx52MJU9Hg7LUxkgQWsyxKqZ=s1024,Cocteleria,"Cocteleria, Bar, Restaurante japones",17:00-24:00,,lunes,"245 Eldridge St, New York, NY 10002, Estados Unidos","alitas de pollo, okonomiyaki, miso, apio, comida japonesa, sake, tortitas, houjicha, izakaya, matcha",https://www.google.com/maps/place/BAR+GOTO/data=!4m7!3m6!1s0x89c259846cb88661:0xfc81e8839b395d7c!8m2!3d40.7227802!4d-73.9898899!16s%2Fg%2F11bv38jp3d!19sChIJYYa4bIRZwokRfF05m4Pogfw?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJBT-bg5xZwokRKJJbJvvRz-w,Burp Castle,,,640,4.6,"Name: McSorley's Old Ale House
Link: https://www.google.com/maps/search/McSorley%E2%80%99s+Old+Ale+House/@40.7288053,-73.9896791?authuser=0&hl=es&entry=ttu
Reviews: 7944 reviews

Name: Peculier Pub
Link: https://www.google.com/maps/search/Peculier+Pub/@40.7282801,-73.9991488?authuser=0&hl=es&entry=ttu
Reviews: 1018 reviews

Name: Proletariat
Link: https://www.google.com/maps/search/Proletariat/@40.728649999999995,-73.9893618?authuser=0&hl=es&entry=ttu
Reviews: 669 reviews

Name: Vol de Nuit
Link: https://www.google.com/maps/search/Vol+de+Nuit/@40.7313497,-74.0006547?authuser=0&hl=es&entry=ttu
Reviews: 544 reviews

Name: Big Bar
Link: https://www.google.com/maps/search/Big+Bar/@40.727486899999995,-73.9864037?authuser=0&hl=es&entry=ttu
Reviews: 206 reviews",http://burpcastlenyc.wordpress.com/,+1 212-982-4576,,Burp Castle (propietario),https://www.google.com/maps/contrib/106658864021477744128,https://lh3.ggpht.com/p/AF1QipOEJDZ78xlqb828me_ASNQM7hGMmYH8Q_XsZcIu=s1024,Bar,Bar,17:00-1:00,,Open All Days,"41 E 7th St, New York, NY 10003, Estados Unidos","conversar, cervezas belgas, silencio, monjes, mural, susurro, relacion intima, nivel de ruido, canto gregoriano, cerveza trapense",https://www.google.com/maps/place/Burp+Castle/data=!4m7!3m6!1s0x89c2599c839b3f05:0xeccfd1fb265b9228!8m2!3d40.7283732!4d-73.9885774!16s%2Fg%2F11gnsncv4t!19sChIJBT-bg5xZwokRKJJbJvvRz-w?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJvaxS2ABZwokRy9vvtFcAbSo,Raines Law Room at The William,"Raines Law Room at the William is a bespoke, craft cocktail bar in a speakeasy-style venue, spread throughout multiple rooms, with plenty of cozy nooks in which to settle with a companion or a small group. Great for both dates and get togethers with colleagues or friends. Our exquisite parlors are also available for private dining and events, including receptions, cocktail classes, presentations, casino/poker nights and more! Located steps from Grand Central and easily accessible from anywhere in midtown NYC or the east side.",,640,4.5,"Name: The Flatiron Room Murray Hill
Link: https://www.google.com/maps/search/The+Flatiron+Room+Murray+Hill/@40.7501584,-73.98219449999999?authuser=0&hl=es&entry=ttu
Reviews: 1108 reviews

Name: Patent Pending
Link: https://www.google.com/maps/search/Patent+Pending/@40.7453222,-73.9902716?authuser=0&hl=es&entry=ttu
Reviews: 981 reviews

Name: Dear Irving Gramercy
Link: https://www.google.com/maps/search/Dear+Irving+Gramercy/@40.7362234,-73.9874495?authuser=0&hl=es&entry=ttu
Reviews: 981 reviews

Name: NOTHING REALLY MATTERS
Link: https://www.google.com/maps/search/NOTHING+REALLY+MATTERS/@40.7614519,-73.98452309999999?authuser=0&hl=es&entry=ttu
Reviews: 345 reviews

Name: Lantern's Keep
Link: https://www.google.com/maps/search/Lantern's+Keep/@40.7558481,-73.9820386?authuser=0&hl=es&entry=ttu
Reviews: 245 reviews",http://www.raineslawroom.com/,+1 646-837-6779,,Raines Law Room at The William (propietario),https://www.google.com/maps/contrib/116311593264444818041,https://lh3.ggpht.com/p/AF1QipOOjC2vkizx8Vn0_3is0zbUtkducAEmnt3nZMY=s1024,Cocteleria,"Cocteleria, Bar, Recinto para eventos, Restaurante especializado en platos pequenos, Salon de bodas",17:00-24:00,,domingo,"24 E 39th St, New York, NY 10016, Estados Unidos","speakeasy, relacion intima, espacio, old fashioned, fiesta, romantico, chelsea football club, sofa, confortable, solido",https://www.google.com/maps/place/Raines+Law+Room+at+The+William/data=!4m7!3m6!1s0x89c25900d852acbd:0x2a6d0057b4efdbcb!8m2!3d40.7504774!4d-73.9802649!16s%2Fg%2F11b6cb1bxh!19sChIJvaxS2ABZwokRy9vvtFcAbSo?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJmbJve5pZwokRsEYWvzyfA4Q,Josie Woods Pub,"Josie Woods is located in the heart of Greenwich Village, a stone's throw away from Washington Square Park. Featuring a long bar, dining space and pool and darts area along with 14 HD tv's and a jukebox, Josie Woods offers something for everyone. Our daily food and drink specials and happy hours in a warm, feel good ambiance make Josie Woods Pub a must visit.",,623,4.4,"Name: White Oak Tavern
Link: https://www.google.com/maps/search/White+Oak+Tavern/@40.730393299999996,-73.99461339999999?authuser=0&hl=es&entry=ttu
Reviews: 1337 reviews

Name: Reservoir
Link: https://www.google.com/maps/search/Reservoir/@40.73316570000001,-73.99370569999999?authuser=0&hl=es&entry=ttu
Reviews: 508 reviews

Name: Greenwich Treehouse
Link: https://www.google.com/maps/search/Greenwich+Treehouse/@40.7355824,-74.00035980000001?authuser=0&hl=es&entry=ttu
Reviews: 448 reviews

Name: Josie's
Link: https://www.google.com/maps/search/Josie's/@40.724871,-73.9829505?authuser=0&hl=es&entry=ttu
Reviews: 202 reviews

Name: Triona's on Sullivan
Link: https://www.google.com/maps/search/Triona's+on+Sullivan/@40.729830199999995,-73.9993702?authuser=0&hl=es&entry=ttu
Reviews: 198 reviews",http://www.josiewoodsnyc.com/,+1 212-228-9909,,Josie Woods Pub (propietario),https://www.google.com/maps/contrib/107833539071560326064,https://lh3.ggpht.com/p/AF1QipMxWSae5OYCVJdLijTnDswqixawSsDldokWvaYf=s1024,Pub,"Pub, Bar",15:00-2:00,,Open All Days,"11 Waverly Pl, New York, NY 10003, Estados Unidos","mesas de billar, bartender, happy hour, college, dardos, antro, gentio, tv, sotano, rocola",https://www.google.com/maps/place/Josie+Woods+Pub/data=!4m7!3m6!1s0x89c2599a7b6fb299:0x84039f3cbf1646b0!8m2!3d40.7301564!4d-73.9941241!16s%2Fg%2F1tf32936!19sChIJmbJve5pZwokRsEYWvzyfA4Q?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJKcIAUYlYwokR_ur7CccUjXk,Dive 75,,,614,4.3,"Name: Dive Bar
Link: https://www.google.com/maps/search/Dive+Bar/@40.7939548,-73.97069479999999?authuser=0&hl=es&entry=ttu
Reviews: 1353 reviews

Name: e's BAR
Link: https://www.google.com/maps/search/e's+BAR/@40.7867058,-73.9754856?authuser=0&hl=es&entry=ttu
Reviews: 933 reviews

Name: The Dakota Bar
Link: https://www.google.com/maps/search/The+Dakota+Bar/@40.7774599,-73.9784912?authuser=0&hl=es&entry=ttu
Reviews: 544 reviews

Name: Dive 106
Link: https://www.google.com/maps/search/Dive+106/@40.8007864,-73.9658536?authuser=0&hl=es&entry=ttu
Reviews: 278 reviews

Name: The Upside Bar
Link: https://www.google.com/maps/search/The+Upside+Bar/@40.789457,-73.97411?authuser=0&hl=es&entry=ttu
Reviews: 68 reviews",http://www.divebarnyc.com/,+1 212-362-7518,,Dive 75 (propietario),https://www.google.com/maps/contrib/100101246515423425860,https://lh3.ggpht.com/p/AF1QipMOfnICNxut3MfqZ-ZPzJv1hFag14hcZmX9C98Q=s1024,Bar,"Bar, Restaurante americano",16:00-4:00,,Open All Days,"101 W 75th St, New York, NY 10023, Estados Unidos","juego de tablero, acuario, golosinas, gentio, rocola, trivial (matematicas), deporte, happy hour, connect 4, sofa",https://www.google.com/maps/place/Dive+75/data=!4m7!3m6!1s0x89c258895100c229:0x798d14c709fbeafe!8m2!3d40.7796366!4d-73.9777173!16s%2Fg%2F1tfk5bmk!19sChIJKcIAUYlYwokR_ur7CccUjXk?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJs_vt9I9ZwokRxV5EBoQcB5E,Bleecker Street Bar,,,614,4.1,"Name: Wicked Willy's
Link: https://www.google.com/maps/search/Wicked+Willy's/@40.728387999999995,-73.999299?authuser=0&hl=es&entry=ttu
Reviews: 1568 reviews

Name: Kenn's Broome Street Bar
Link: https://www.google.com/maps/search/Kenn's+Broome+Street+Bar/@40.7231568,-74.0029053?authuser=0&hl=es&entry=ttu
Reviews: 1292 reviews

Name: Peculier Pub
Link: https://www.google.com/maps/search/Peculier+Pub/@40.7282801,-73.9991488?authuser=0&hl=es&entry=ttu
Reviews: 1018 reviews

Name: Slainte Bar and Lounge
Link: https://www.google.com/maps/search/Sl%C3%A1inte+Bar+and+Lounge/@40.7247919,-73.9927436?authuser=0&hl=es&entry=ttu
Reviews: 667 reviews

Name: 310 Bowery Bar
Link: https://www.google.com/maps/search/310+Bowery+Bar/@40.724951,-73.9926128?authuser=0&hl=es&entry=ttu
Reviews: 512 reviews",https://bleeckerstreetbarnyc.com/,+1 212-466-6482,,Bleecker Street Bar (propietario),https://www.google.com/maps/contrib/111124560398454934830,https://lh3.ggpht.com/p/AF1QipMjMHFIDm8t3nTWOME8CxIfBf_BPUbu7WOaLqEy=s1024,Bar,Bar,12:00-2:00,,"miercoles, jueves","648 Broadway, New York, NY 10012, Estados Unidos","mesas de billar, precio, happy hour, atmosfera, deporte, porteros, habitaciones, gentio, espacio, diana",https://www.google.com/maps/place/Bleecker+Street+Bar/data=!4m7!3m6!1s0x89c2598ff4edfbb3:0x91071c8406445ec5!8m2!3d40.7265693!4d-73.9953363!16s%2Fg%2F1tg51bgc!19sChIJs_vt9I9ZwokRxV5EBoQcB5E?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJiUxll6BZwokRgDgDzwAscN0,The Globe Bar,"Old-school (since 1886) American style bar. Three bars on ground level, Cocktails , Craft Beer and Happy Hour.

Full Bar food menu!",,612,4.3,"Name: Barfly
Link: https://www.google.com/maps/search/Barfly/@40.737117999999995,-73.9846214?authuser=0&hl=es&entry=ttu
Reviews: 415 reviews

Name: Gramercy Ale House
Link: https://www.google.com/maps/search/Gramercy+Ale+House/@40.7379378,-73.9840751?authuser=0&hl=es&entry=ttu
Reviews: 302 reviews

Name: Plug Uglies
Link: https://www.google.com/maps/search/Plug+Uglies/@40.7384963,-73.9831463?authuser=0&hl=es&entry=ttu
Reviews: 245 reviews

Name: Cibar
Link: https://www.google.com/maps/search/Cibar/@40.736020499999995,-73.9870242?authuser=0&hl=es&entry=ttu
Reviews: 212 reviews

Name: The Globe Tavern
Link: https://www.google.com/maps/search/The+Globe+Tavern/@40.7460578,-73.9147416?authuser=0&hl=es&entry=ttu
Reviews: 140 reviews",http://www.theglobeny.com/,+1 212-477-6161,,The Globe Bar (propietario),https://www.google.com/maps/contrib/111958571192524512227,https://lh3.ggpht.com/p/AF1QipP5UpVwwu3wHWEdAl_8iUerrOcapQ7qjFpyPUUr=s1024,Restaurante,"Restaurante, Bar restaurante",12:00-2:00,,Open All Days,"158 E 23rd St, New York, NY 10010, Estados Unidos","bartender, cerveza, cumpleanos, happy hour, hamburguesa, gentio, pub irlandes, guinness, hosting, antro",https://www.google.com/maps/place/The+Globe+Bar/data=!4m7!3m6!1s0x89c259a097654c89:0xdd702c00cf033880!8m2!3d40.738842!4d-73.983778!16s%2Fg%2F1thct7n3!19sChIJiUxll6BZwokRgDgDzwAscN0?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJGVZ3-4NZwokRJXyky6_od9c,The Skinny Bar and Lounge,"Seasons greetings from all of us at The Skinny Bar, check out our new holiday inspired cocktails and food!",,605,3.9,"Name: The Delancey Rooftop
Link: https://www.google.com/maps/search/The+Delancey+Rooftop/@40.717971299999995,-73.9852887?authuser=0&hl=es&entry=ttu
Reviews: 1981 reviews

Name: Attaboy
Link: https://www.google.com/maps/search/Attaboy/@40.718882,-73.99137999999999?authuser=0&hl=es&entry=ttu
Reviews: 1738 reviews

Name: Spring Lounge
Link: https://www.google.com/maps/search/Spring+Lounge/@40.721903999999995,-73.99642399999999?authuser=0&hl=es&entry=ttu
Reviews: 1142 reviews

Name: Skinny Dennis
Link: https://www.google.com/maps/search/Skinny+Dennis/@40.715908299999995,-73.9621222?authuser=0&hl=es&entry=ttu
Reviews: 987 reviews

Name: Skin Contact
Link: https://www.google.com/maps/search/Skin+Contact/@40.7176912,-73.9902341?authuser=0&hl=es&entry=ttu
Reviews: 170 reviews",http://theskinnynyc.com/,+1 212-228-3668,,The Skinny Bar and Lounge (propietario),https://www.google.com/maps/contrib/116255259094775650361,https://lh3.ggpht.com/p/AF1QipMzn7Sxbxb4EUvBBVg8QzO6pIJDctqDKkO4bTMM=s1024,Bar,"Bar, Restaurante americano, Restaurante de brunch, Restaurante de alas de pollo, Cocteleria, Club de baile, Recinto para eventos, Karaoke, Organizador de eventos, Bar deportivo",16:00-4:00,,Open All Days,"174 Orchard St, New York, NY 10002, Estados Unidos","dj, brunch, fiesta, gentio, seguridad, piso, pollo, decoracion navidena, mimosa, chupito",https://www.google.com/maps/place/The+Skinny+Bar+and+Lounge/data=!4m7!3m6!1s0x89c25983fb775619:0xd777e8afcba47c25!8m2!3d40.721541!4d-73.988186!16s%2Fg%2F1tfz10d0!19sChIJGVZ3-4NZwokRJXyky6_od9c?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJB2KyA51ZwokRyWZr8ZgaeRA,Holiday Cocktail Lounge,Holiday Cocktail Lounge in the East Village - an iconic elegant dive with great history it was a speakeasy and in 1934 the 50th licensed bar in NYC after Prohibition - a great place for a cocktail and bites for almost 100 years.,,595,4.4,"Name: Please Don't Tell
Link: https://www.google.com/maps/search/Please+Don't+Tell/@40.7271371,-73.98374110000002?authuser=0&hl=es&entry=ttu
Reviews: 2248 reviews

Name: Death & Co East Village
Link: https://www.google.com/maps/search/Death+%26+Co+East+Village/@40.725919999999995,-73.9846452?authuser=0&hl=es&entry=ttu
Reviews: 1956 reviews

Name: Bua
Link: https://www.google.com/maps/search/Bua/@40.7268537,-73.9838067?authuser=0&hl=es&entry=ttu
Reviews: 636 reviews

Name: Doc Holliday's
Link: https://www.google.com/maps/search/Doc+Holliday's/@40.72726,-73.98299?authuser=0&hl=es&entry=ttu
Reviews: 440 reviews

Name: Miracle on Ninth St
Link: https://www.google.com/maps/search/Miracle+on+Ninth+St/@40.725528499999996,-73.9781384?authuser=0&hl=es&entry=ttu
Reviews: 134 reviews",https://www.holidaycocktaillounge.bar/,+1 212-777-9637,,Holiday Cocktail Lounge (propietario),https://www.google.com/maps/contrib/110700373759034057568,https://lh3.ggpht.com/p/AF1QipP2tWVPHi9wtkMDbU_TeAij81H1dM3JMor4Ui3k=s1024,Cocteleria,"Cocteleria, Bar, Cafeteria, Lounge",8:00-2:00,,Open All Days,"75 St Marks Pl, New York, NY 10003, Estados Unidos","antro, precio, atmosfera, menu, happy hour, gentio, espacio, pina, los 70, conversar",https://www.google.com/maps/place/Holiday+Cocktail+Lounge/data=!4m7!3m6!1s0x89c2599d03b26207:0x10791a98f16b66c9!8m2!3d40.727955!4d-73.985732!16s%2Fg%2F1tdg8qhs!19sChIJB2KyA51ZwokRyWZr8ZgaeRA?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJMbtTs4RZwokRB3Bd_3yH7AA,KGB Bar,Pequeno bar de tematica sovietica con frecuentes lecturas y presentaciones de libros.,,577,4.3,"Name: The Library
Link: https://www.google.com/maps/search/The+Library/@40.7226196,-73.986389?authuser=0&hl=es&entry=ttu
Reviews: 672 reviews

Name: Juke Bar
Link: https://www.google.com/maps/search/Juke+Bar/@40.731088,-73.985612?authuser=0&hl=es&entry=ttu
Reviews: 522 reviews

Name: Bateman's
Link: https://www.google.com/maps/search/Bateman's/@40.7269931,-73.98807790000001?authuser=0&hl=es&entry=ttu
Reviews: 55 reviews

Name: 96 Tears
Link: https://www.google.com/maps/search/96+Tears/@40.7258393,-73.98348510000001?authuser=0&hl=es&entry=ttu
Reviews: 33 reviews

Name: The Red Room at KGB
Link: https://www.google.com/maps/search/The+Red+Room+at+KGB/@40.7264785,-73.98988609999999?authuser=0&hl=es&entry=ttu
Reviews: 26 reviews",http://www.kgbbar.com/,+1 347-441-4481,1,KGB Bar (propietario),,https://lh3.ggpht.com/p/AF1QipMYNgvcfB1UbY8xXTRW3pPh4CZ7KkWW8voTHqvL=s1024,Bar,Bar,19:00-4:00,,Open All Days,"85 E 4th St, New York, NY 10003, Estados Unidos","atmosfera, piso, literatura, gema, teatro, lectura de poesia, comunista, gentio, programa, vodka",https://www.google.com/maps/place/KGB+Bar/data=!4m7!3m6!1s0x89c25984b353bb31:0xec877cff5d7007!8m2!3d40.7265091!4d-73.989891!16s%2Fm%2F03ym34y!19sChIJMbtTs4RZwokRB3Bd_3yH7AA?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJa06hm6BZwokRzyR2qi1LTMw,Ampersand,"Destino tranquilo con iluminacion tenue, cocteles artesanales, cerveza de barril y opciones de comida estadounidense moderna.",,574,4.5,"Name: Gramercy Tavern
Link: https://www.google.com/maps/search/Gramercy+Tavern/@40.7384555,-73.98850639999999?authuser=0&hl=es&entry=ttu
Reviews: 4323 reviews

Name: Dear Irving Gramercy
Link: https://www.google.com/maps/search/Dear+Irving+Gramercy/@40.7362234,-73.9874495?authuser=0&hl=es&entry=ttu
Reviews: 982 reviews

Name: Tara Rose
Link: https://www.google.com/maps/search/Tara+Rose/@40.7417855,-73.9812353?authuser=0&hl=es&entry=ttu
Reviews: 927 reviews

Name: The Laurels Cafe and Bar
Link: https://www.google.com/maps/search/The+Laurels+Cafe+and+Bar/@40.7325995,-73.985007?authuser=0&hl=es&entry=ttu
Reviews: 182 reviews

Name: Seven Sins Bar
Link: https://www.google.com/maps/search/Seven+Sins+Bar/@40.7383747,-73.98307179999999?authuser=0&hl=es&entry=ttu
Reviews: 154 reviews",http://ampersandbarnyc.com/,+1 212-477-8100,,Ampersand (propietario),https://www.google.com/maps/contrib/109763003380321374084,https://lh3.ggpht.com/p/AF1QipPt32lpMzkry5jLWQxwCp6r7i69iU_jJ-R6gAVn=s1024,Bar,"Bar, Cocteleria, Restaurante especializado en cocina americana moderna, Vinoteca",16:00-2:00,,Open All Days,"294 3rd Ave, New York, NY 10010, Estados Unidos","cocteles, atmosfera, tacos, happy hour, novia, relacion intima, solido, chips, trabajo artesanal, guacamole",https://www.google.com/maps/place/Ampersand/data=!4m7!3m6!1s0x89c259a09ba14e6b:0xcc4c4b2daa7624cf!8m2!3d40.7387046!4d-73.9835234!16s%2Fg%2F11bw21960b!19sChIJa06hm6BZwokRzyR2qi1LTMw?authuser=0&hl=es&rclk=1,bars in manhattan
